#E. coli strain K12
%4639221
!strand	slot	start	stop	opacity	thickness	type	label	mouseover	
forward	5	190857	191708	0.346684557680309	0.346684557680309	score      -        - 	 
forward	5	1599514	1601049	0.691039124130189	0.691039124130189	score      -        - 	 
forward	5	2379610	2380545	0.034270048027583	0.034270048027583	score      -        - 	 
forward	5	2380733	2381944	0.0604857279896329	0.0604857279896329	score      -        - 	 
forward	5	2809448	2810620	0.555532346257298	0.555532346257298	score      -        - 	 
forward	5	2810637	2812175	0.0953206142557157	0.0953206142557157	score      -        - 	 
forward	5	3851543	3852733	0.908879988346133	0.908879988346133	score      -        - 	 
forward	5	567538	567870	0.662760384634854	0.662760384634854	score      -        - 	 
forward	5	3088366	3089073	0.544552736470269	0.544552736470269	score      -        - 	 
forward	5	1709547	1710182	0.120295959258446	0.120295959258446	score      -        - 	 
forward	5	2248860	2249717	0.717916949325815	0.717916949325815	score      -        - 	 
forward	5	745158	745949	0.679802782750389	0.679802782750389	score      -        - 	 
forward	5	627774	628520	0.58164342659288	0.58164342659288	score      -        - 	 
forward	5	626917	627774	0.844644376396833	0.844644376396833	score      -        - 	 
forward	5	624108	625283	0.0156312932074378	0.0156312932074378	score      -        - 	 
forward	5	625293	626903	0.993329037617659	0.993329037617659	score      -        - 	 
forward	5	613380	617261	0.236844696689094	0.236844696689094	score      -        - 	 
forward	5	175107	176528	0.413557806900332	0.413557806900332	score      -        - 	 
forward	5	1663279	1664595	0.353546621776136	0.353546621776136	score      -        - 	 
forward	5	576621	576836	0.643468217171506	0.643468217171506	score      -        - 	 
forward	5	2481775	2482389	0.50460961266656	0.50460961266656	score      -        - 	 
forward	5	2482394	2485987	0.747447979939583	0.747447979939583	score      -        - 	 
forward	5	2080778	2082205	0.242896863737162	0.242896863737162	score      -        - 	 
forward	5	1830452	1831258	0.595759382990455	0.595759382990455	score      -        - 	 
forward	5	2632252	2633622	0.733499613478191	0.733499613478191	score      -        - 	 
forward	5	2928987	2929832	0.701616302861002	0.701616302861002	score      -        - 	 
forward	5	1924144	1924806	0.625330607154741	0.625330607154741	score      -        - 	 
forward	5	3244277	3245068	0.392247155869601	0.392247155869601	score      -        - 	 
forward	5	3242744	3244162	0.461923685724987	0.461923685724987	score      -        - 	 
forward	5	1148951	1149880	0.606227663397096	0.606227663397096	score      -        - 	 
forward	5	1151162	1152403	0.396531408618021	0.396531408618021	score      -        - 	 
forward	5	1149893	1150627	0.81653542903631	0.81653542903631	score      -        - 	 
forward	5	1147982	1148935	0.625183266285891	0.625183266285891	score      -        - 	 
forward	5	202101	202556	0.693572660780521	0.693572660780521	score      -        - 	 
forward	5	3229306	3231324	0.15257999247854	0.15257999247854	score      -        - 	 
forward	5	2459320	2460666	0.650654501811193	0.650654501811193	score      -        - 	 
forward	5	1234161	1234880	0.938421305532334	0.938421305532334	score      -        - 	 
forward	5	4083596	4084429	0.639454916478844	0.639454916478844	score      -        - 	 
forward	5	1545425	1548472	0.175580589678933	0.175580589678933	score      -        - 	 
forward	5	1548485	1549369	0.89374285927973	0.89374285927973	score      -        - 	 
forward	5	1549362	1550015	0.632631430105139	0.632631430105139	score      -        - 	 
forward	5	545904	547571	0.848900905958519	0.848900905958519	score      -        - 	 
forward	5	1445540	1447042	0.746166568721083	0.746166568721083	score      -        - 	 
forward	5	3537799	3538026	0.100553872135681	0.100553872135681	score      -        - 	 
forward	5	3538043	3540364	0.451800005241612	0.451800005241612	score      -        - 	 
forward	5	617477	618610	0.53431271206664	0.53431271206664	score      -        - 	 
forward	5	612038	613162	0.575795531593062	0.575795531593062	score      -        - 	 
forward	5	2852361	2854439	0.0775097447607926	0.0775097447607926	score      -        - 	 
forward	5	167484	169727	0.520555028111193	0.520555028111193	score      -        - 	 
forward	5	171462	173444	0.380387257495247	0.380387257495247	score      -        - 	 
forward	5	169778	170575	0.334548956528511	0.334548956528511	score      -        - 	 
forward	5	170575	171465	0.253342592312269	0.253342592312269	score      -        - 	 
forward	5	4538525	4539127	0.650276741254917	0.650276741254917	score      -        - 	 
forward	5	4541872	4542597	0.518680533109677	0.518680533109677	score      -        - 	 
forward	5	4542665	4545301	0.564350711823383	0.564350711823383	score      -        - 	 
forward	5	4539605	4540201	0.947328080318631	0.947328080318631	score      -        - 	 
forward	5	4545311	4545841	0.752713405758076	0.752713405758076	score      -        - 	 
forward	5	4545854	4546357	0.239810070990604	0.239810070990604	score      -        - 	 
forward	5	4546377	4547279	0.287135054211181	0.287135054211181	score      -        - 	 
forward	5	4541188	4541835	0.212277395235891	0.212277395235891	score      -        - 	 
forward	5	3408908	3409204	0.942360742800492	0.942360742800492	score      -        - 	 
forward	5	42367	43173	0.5005327162954	0.5005327162954	score      -        - 	 
forward	5	43188	44129	0.417673817186984	0.417673817186984	score      -        - 	 
forward	5	44180	45466	0.590885711747891	0.590885711747891	score      -        - 	 
forward	5	45463	45750	0.456950102326648	0.456950102326648	score      -        - 	 
forward	5	4426354	4427133	0.466709910318503	0.466709910318503	score      -        - 	 
forward	5	25826	26275	0.345518520175862	0.345518520175862	score      -        - 	 
forward	5	3037875	3038396	0.482794803495128	0.482794803495128	score      -        - 	 
forward	5	1130241	1130657	0.246640698188575	0.246640698188575	score      -        - 	 
forward	5	1130661	1131065	0.0635106763686117	0.0635106763686117	score      -        - 	 
forward	5	1131077	1131772	0.767529179951939	0.767529179951939	score      -        - 	 
forward	5	1131797	1133005	0.449699366038761	0.449699366038761	score      -        - 	 
forward	5	1133025	1133780	0.139888258982811	0.139888258982811	score      -        - 	 
forward	5	1133952	1134734	0.139120325089625	0.139120325089625	score      -        - 	 
forward	5	1134787	1135485	0.780482638773126	0.780482638773126	score      -        - 	 
forward	5	1135497	1136594	0.587675119861093	0.587675119861093	score      -        - 	 
forward	5	1136594	1137535	0.636501071007618	0.636501071007618	score      -        - 	 
forward	5	1137601	1139244	0.02678516921954	0.02678516921954	score      -        - 	 
forward	5	1139256	1140209	0.417085978833857	0.417085978833857	score      -        - 	 
forward	5	2001895	2003301	0.987794389617367	0.987794389617367	score      -        - 	 
forward	5	2011251	2012909	0.059592687393522	0.059592687393522	score      -        - 	 
forward	5	2012902	2013897	0.551904027580509	0.551904027580509	score      -        - 	 
forward	5	2013869	2014576	0.44153707318765	0.44153707318765	score      -        - 	 
forward	5	2014576	2015949	0.756806377201503	0.756806377201503	score      -        - 	 
forward	5	2015968	2016411	0.536794331817337	0.536794331817337	score      -        - 	 
forward	5	2016408	2017535	0.943022650651972	0.943022650651972	score      -        - 	 
forward	5	2017640	2018104	0.904555217042631	0.904555217042631	score      -        - 	 
forward	5	2018109	2019113	0.784601117477809	0.784601117477809	score      -        - 	 
forward	5	2019110	2019523	0.636966983161276	0.636966983161276	score      -        - 	 
forward	5	2019586	2019891	0.402465117446628	0.402465117446628	score      -        - 	 
forward	5	2019891	2020628	0.0241261048973946	0.0241261048973946	score      -        - 	 
forward	5	2020638	2020907	0.15942449152654	0.15942449152654	score      -        - 	 
forward	5	2020915	2021700	0.48946150784926	0.48946150784926	score      -        - 	 
forward	5	2003326	2003736	0.699042489244324	0.699042489244324	score      -        - 	 
forward	5	2003736	2004101	0.985846444261771	0.985846444261771	score      -        - 	 
forward	5	2830499	2831938	0.310333315923732	0.310333315923732	score      -        - 	 
forward	5	1644429	1644761	0.589526722214263	0.589526722214263	score      -        - 	 
forward	5	4540683	4541231	0.273324030079795	0.273324030079795	score      -        - 	 
forward	5	3431851	3432798	0.906721750787856	0.906721750787856	score      -        - 	 
forward	5	2611954	2612802	0.53956962940369	0.53956962940369	score      -        - 	 
forward	5	2419345	2419707	0.0155571370459775	0.0155571370459775	score      -        - 	 
forward	5	4017813	4019453	0.324502685518087	0.324502685518087	score      -        - 	 
forward	5	88028	89032	0.818257935343812	0.818257935343812	score      -        - 	 
forward	5	1986739	1987236	0.813372049930255	0.813372049930255	score      -        - 	 
forward	5	1984948	1985451	0.263851631825123	0.263851631825123	score      -        - 	 
forward	5	103982	105244	0.0817967140880889	0.0817967140880889	score      -        - 	 
forward	5	91413	93179	0.388245307287622	0.388245307287622	score      -        - 	 
forward	5	932447	936436	0.65621351080657	0.65621351080657	score      -        - 	 
forward	5	91032	91397	0.996924480998235	0.996924480998235	score      -        - 	 
forward	5	103155	103985	0.808524194963884	0.808524194963884	score      -        - 	 
forward	5	98403	99647	0.527608641275354	0.527608641275354	score      -        - 	 
forward	5	105305	106456	0.255413768811042	0.255413768811042	score      -        - 	 
forward	5	2933606	2935381	0.521676123820487	0.521676123820487	score      -        - 	 
forward	5	2935460	2936908	0.96490771683381	0.96490771683381	score      -        - 	 
forward	5	2932257	2933573	0.853426140526583	0.853426140526583	score      -        - 	 
forward	5	2937390	2938121	0.46107406684364	0.46107406684364	score      -        - 	 
forward	5	2936910	2937332	0.718503217512424	0.718503217512424	score      -        - 	 
forward	5	4366341	4366718	0.874859688047099	0.874859688047099	score      -        - 	 
forward	5	1860795	1861790	0.780549241968945	0.780549241968945	score      -        - 	 
forward	5	4231337	4232986	0.033516282835155	0.033516282835155	score      -        - 	 
forward	5	2789294	2790742	0.273380262037254	0.273380262037254	score      -        - 	 
forward	5	2792274	2793674	0.0933037939803292	0.0933037939803292	score      -        - 	 
forward	5	2790756	2792036	0.860006914995044	0.860006914995044	score      -        - 	 
forward	5	3086303	3087697	0.480677899932392	0.480677899932392	score      -        - 	 
forward	5	2974621	2975652	0.779652436053258	0.779652436053258	score      -        - 	 
forward	5	1290680	1291588	0.493081082644355	0.493081082644355	score      -        - 	 
forward	5	3272923	3274494	0.988203726313646	0.988203726313646	score      -        - 	 
forward	5	533140	534921	0.723566255883231	0.723566255883231	score      -        - 	 
forward	5	2597860	2598498	0.531216240571215	0.531216240571215	score      -        - 	 
forward	5	3126287	3127051	0.820107571674558	0.820107571674558	score      -        - 	 
forward	5	471822	472160	0.491595444776568	0.491595444776568	score      -        - 	 
forward	5	2350667	2352295	0.664225742679594	0.664225742679594	score      -        - 	 
forward	5	2352285	2353544	0.482135343552901	0.482135343552901	score      -        - 	 
forward	5	2353541	2354731	0.717108804424488	0.717108804424488	score      -        - 	 
forward	5	3559646	3561151	0.0333256216050337	0.0333256216050337	score      -        - 	 
forward	5	510865	511797	0.0845735994726375	0.0845735994726375	score      -        - 	 
forward	5	3352267	3356820	0.977952569073242	0.977952569073242	score      -        - 	 
forward	5	3356833	3358251	0.319615503373388	0.319615503373388	score      -        - 	 
forward	5	3358811	3359575	0.466296808089144	0.466296808089144	score      -        - 	 
forward	5	4292060	4293373	0.34634076295939	0.34634076295939	score      -        - 	 
forward	5	535810	536688	0.0612581053411709	0.0612581053411709	score      -        - 	 
forward	5	3544195	3545508	0.320104647455867	0.320104647455867	score      -        - 	 
forward	5	1363574	1364839	0.529323312253627	0.529323312253627	score      -        - 	 
forward	5	3534414	3534926	0.233744746959847	0.233744746959847	score      -        - 	 
forward	5	541112	542257	0.886540178893927	0.886540178893927	score      -        - 	 
forward	5	3089897	3090847	0.49683583182571	0.49683583182571	score      -        - 	 
forward	5	3643929	3645281	0.462303337868622	0.462303337868622	score      -        - 	 
forward	5	3453215	3454030	0.012960567854055	0.012960567854055	score      -        - 	 
forward	5	3454002	3455966	0.0936122931925105	0.0936122931925105	score      -        - 	 
forward	5	3455976	3457457	0.182658921286038	0.182658921286038	score      -        - 	 
forward	5	3457454	3458650	0.748609841997084	0.748609841997084	score      -        - 	 
forward	5	3458660	3459097	0.772626358347157	0.772626358347157	score      -        - 	 
forward	5	3459105	3459614	0.955889871329195	0.955889871329195	score      -        - 	 
forward	5	3459572	3459988	0.565824642857326	0.565824642857326	score      -        - 	 
forward	5	3459981	3460568	0.676032438566072	0.676032438566072	score      -        - 	 
forward	5	3460561	3461544	0.199590816282342	0.199590816282342	score      -        - 	 
forward	5	3461556	3462722	0.478239903386172	0.478239903386172	score      -        - 	 
forward	5	3462695	3463180	0.43206700944997	0.43206700944997	score      -        - 	 
forward	5	2465875	2466237	0.726643445489163	0.726643445489163	score      -        - 	 
forward	5	2466234	2467154	0.952896679056156	0.952896679056156	score      -        - 	 
forward	5	1712401	1713006	0.30227230000806	0.30227230000806	score      -        - 	 
forward	5	113444	114487	0.927392897026369	0.927392897026369	score      -        - 	 
forward	5	3023787	3025106	0.377524354941844	0.377524354941844	score      -        - 	 
forward	5	2826644	2827003	0.207085914214151	0.207085914214151	score      -        - 	 
forward	5	2827875	2828801	0.0722261338491172	0.0722261338491172	score      -        - 	 
forward	5	2669245	2670057	0.167663414968249	0.167663414968249	score      -        - 	 
forward	5	2668928	2669248	0.0451510819528274	0.0451510819528274	score      -        - 	 
forward	5	2670067	2671269	0.193472477165987	0.193472477165987	score      -        - 	 
forward	5	2667052	2668413	0.942522078360259	0.942522078360259	score      -        - 	 
forward	5	2668410	2668928	0.0762251744345441	0.0762251744345441	score      -        - 	 
forward	5	3654625	3655197	0.156905526788481	0.156905526788481	score      -        - 	 
forward	5	1023694	1025748	0.515275893772614	0.515275893772614	score      -        - 	 
forward	5	1262937	1264193	0.215937286479164	0.215937286479164	score      -        - 	 
forward	5	2551245	2552144	0.165399481485156	0.165399481485156	score      -        - 	 
forward	5	4032197	4032742	0.988461357644955	0.988461357644955	score      -        - 	 
forward	5	1265317	1266150	0.0774724890615808	0.0774724890615808	score      -        - 	 
forward	5	4049619	4050998	0.101960189017777	0.101960189017777	score      -        - 	 
forward	5	497279	498241	0.824258991299548	0.824258991299548	score      -        - 	 
forward	5	1934676	1935545	0.434690178236156	0.434690178236156	score      -        - 	 
forward	5	4400878	4401882	0.176758069797419	0.176758069797419	score      -        - 	 
forward	5	4399616	4400875	0.306342917983404	0.306342917983404	score      -        - 	 
forward	5	4398250	4399530	0.0703798566927709	0.0703798566927709	score      -        - 	 
forward	5	4397866	4398174	0.889147466220937	0.889147466220937	score      -        - 	 
forward	5	2088214	2089113	0.713900650011329	0.713900650011329	score      -        - 	 
forward	5	2094636	2095247	0.506645271562892	0.506645271562892	score      -        - 	 
forward	5	2093144	2093884	0.0370604686097131	0.0370604686097131	score      -        - 	 
forward	5	2092557	2093147	0.878213477454242	0.878213477454242	score      -        - 	 
forward	5	2093866	2094642	0.300674509110753	0.300674509110753	score      -        - 	 
forward	5	2091487	2092557	0.891295444657718	0.891295444657718	score      -        - 	 
forward	5	2090420	2091490	0.662652610375535	0.662652610375535	score      -        - 	 
forward	5	2089119	2090423	0.303304550858375	0.303304550858375	score      -        - 	 
forward	5	200482	200967	0.719536324803574	0.719536324803574	score      -        - 	 
forward	5	2683855	2685045	0.26161392468352	0.26161392468352	score      -        - 	 
forward	5	1289465	1290478	0.540566774743613	0.540566774743613	score      -        - 	 
forward	5	3718077	3718229	0.100154129921396	0.100154129921396	score      -        - 	 
forward	5	607059	607208	0.890533858722097	0.890533858722097	score      -        - 	 
forward	5	1154985	1155989	0.151791480413596	0.151791480413596	score      -        - 	 
forward	5	4605372	4605785	0.140045731128328	0.140045731128328	score      -        - 	 
forward	5	1923132	1923362	0.790459739295162	0.790459739295162	score      -        - 	 
forward	5	141419	141967	0.496988239293589	0.496988239293589	score      -        - 	 
forward	5	1481142	1484987	0.326047849240059	0.326047849240059	score      -        - 	 
forward	5	162060	164534	0.614566976895393	0.614566976895393	score      -        - 	 
forward	5	765207	767183	0.378654357043803	0.378654357043803	score      -        - 	 
forward	5	3527406	3528290	0.800360881362256	0.800360881362256	score      -        - 	 
forward	5	3526986	3527387	0.963733805565813	0.963733805565813	score      -        - 	 
forward	5	10725	11315	0.488446070383961	0.488446070383961	score      -        - 	 
forward	5	494344	496218	0.129412994770281	0.129412994770281	score      -        - 	 
forward	5	4187364	4187903	0.457148472533365	0.457148472533365	score      -        - 	 
forward	5	1034993	1035580	0.345355995421674	0.345355995421674	score      -        - 	 
forward	5	1035577	1035975	0.303329339884716	0.303329339884716	score      -        - 	 
forward	5	1035972	1036829	0.468398742631226	0.468398742631226	score      -        - 	 
forward	5	4200898	4202223	0.258100289383894	0.258100289383894	score      -        - 	 
forward	5	4199504	4200901	0.862910426011712	0.862910426011712	score      -        - 	 
forward	5	2599182	2599838	0.335500231997617	0.335500231997617	score      -        - 	 
forward	5	2599838	2601856	0.100483834432229	0.100483834432229	score      -        - 	 
forward	5	2601846	2602814	0.131593218234986	0.131593218234986	score      -        - 	 
forward	5	2602831	2604270	0.434372351191232	0.434372351191232	score      -        - 	 
forward	5	2604282	2604932	0.597319410675244	0.597319410675244	score      -        - 	 
forward	5	2604937	2606517	0.14058932334007	0.14058932334007	score      -        - 	 
forward	5	2606507	2608174	0.500786181101507	0.500786181101507	score      -        - 	 
forward	5	2608184	2608729	0.874918777511059	0.874918777511059	score      -        - 	 
forward	5	2608726	2609484	0.294560800849059	0.294560800849059	score      -        - 	 
forward	5	2609414	2609890	0.405585375786703	0.405585375786703	score      -        - 	 
forward	5	2609941	2611932	0.463164476764593	0.463164476764593	score      -        - 	 
forward	5	534934	535710	0.317795055815427	0.317795055815427	score      -        - 	 
forward	5	2848670	2849020	0.545818347919852	0.545818347919852	score      -        - 	 
forward	5	2849024	2849896	0.0752445506270227	0.0752445506270227	score      -        - 	 
forward	5	2849887	2850159	0.460814734095283	0.460814734095283	score      -        - 	 
forward	5	2850159	2851280	0.485383235413426	0.485383235413426	score      -        - 	 
forward	5	2851319	2852287	0.700269739549345	0.700269739549345	score      -        - 	 
forward	5	2874604	2875641	0.545214146556109	0.545214146556109	score      -        - 	 
forward	5	3057773	3058666	0.894571473007293	0.894571473007293	score      -        - 	 
forward	5	1194346	1195596	0.275713734289301	0.275713734289301	score      -        - 	 
forward	5	3031085	3031633	0.612821651079418	0.612821651079418	score      -        - 	 
forward	5	4492191	4492754	0.618785423534622	0.618785423534622	score      -        - 	 
forward	5	963051	963335	0.413984737595673	0.413984737595673	score      -        - 	 
forward	5	3955591	3957066	0.26563054587054	0.26563054587054	score      -        - 	 
forward	5	3951132	3952949	0.473688809709959	0.473688809709959	score      -        - 	 
forward	5	3950107	3951036	0.822228806991053	0.822228806991053	score      -        - 	 
forward	5	3948183	3949166	0.473163981961878	0.473163981961878	score      -        - 	 
forward	5	87357	87848	0.00756056984205955	0.00756056984205955	score      -        - 	 
forward	5	85630	87354	0.384364320501195	0.384364320501195	score      -        - 	 
forward	5	3949824	3950087	0.560321144299326	0.560321144299326	score      -        - 	 
forward	5	4516095	4516370	0.111129913599758	0.111129913599758	score      -        - 	 
forward	5	1049250	1049750	0.732713230033813	0.732713230033813	score      -        - 	 
forward	5	499349	500653	0.124667338560645	0.124667338560645	score      -        - 	 
forward	5	269466	269870	0.12090936329216	0.12090936329216	score      -        - 	 
forward	5	4504729	4505031	0.409137221633774	0.409137221633774	score      -        - 	 
forward	5	380530	380940	0.26848638244083	0.26848638244083	score      -        - 	 
forward	5	380898	381803	0.546877554512808	0.546877554512808	score      -        - 	 
forward	5	314506	314814	0.722497704432602	0.722497704432602	score      -        - 	 
forward	5	269827	270978	0.25942672085505	0.25942672085505	score      -        - 	 
forward	5	3718309	3718830	0.103728350258056	0.103728350258056	score      -        - 	 
forward	5	3718827	3719678	0.49460449136571	0.49460449136571	score      -        - 	 
forward	5	15445	16557	0.0774879834245077	0.0774879834245077	score      -        - 	 
forward	5	4506526	4507122	0.415365191390027	0.415365191390027	score      -        - 	 
forward	5	2754180	2755421	0.380810645531316	0.380810645531316	score      -        - 	 
forward	5	4494318	4495508	0.464095077837232	0.464095077837232	score      -        - 	 
forward	5	1649536	1650732	0.453979171125372	0.453979171125372	score      -        - 	 
forward	5	2464565	2465722	0.976327270076911	0.976327270076911	score      -        - 	 
forward	5	2556791	2558086	0.752051214049235	0.752051214049235	score      -        - 	 
forward	5	3331351	3332322	0.170514744588221	0.170514744588221	score      -        - 	 
forward	5	240343	240816	0.859113505698492	0.859113505698492	score      -        - 	 
forward	5	4105132	4106094	0.439303437135823	0.439303437135823	score      -        - 	 
forward	5	1804394	1805323	0.682937110004449	0.682937110004449	score      -        - 	 
forward	5	496399	497043	0.509889263506654	0.509889263506654	score      -        - 	 
forward	5	960424	961107	0.633114929697914	0.633114929697914	score      -        - 	 
forward	5	3676830	3677978	0.463992884845101	0.463992884845101	score      -        - 	 
forward	5	4254216	4254584	0.941552925837502	0.941552925837502	score      -        - 	 
forward	5	4099262	4100254	0.123239629019057	0.123239629019057	score      -        - 	 
forward	5	1267388	1268242	0.620341169958071	0.620341169958071	score      -        - 	 
forward	5	970075	970821	0.147975378846372	0.147975378846372	score      -        - 	 
forward	5	3806167	3807444	0.670349977310682	0.670349977310682	score      -        - 	 
forward	5	485760	489122	0.969732545056974	0.969732545056974	score      -        - 	 
forward	5	47769	49631	0.726365817087629	0.726365817087629	score      -        - 	 
forward	5	3819055	3819678	0.956699543363147	0.956699543363147	score      -        - 	 
forward	5	2801	3733	0.86220906750177	0.86220906750177	score      -        - 	 
forward	5	1292750	1293367	0.83205750901887	0.83205750901887	score      -        - 	 
forward	5	3482127	3482996	0.0257282480032792	0.0257282480032792	score      -        - 	 
forward	5	4558397	4559053	0.757791999636826	0.757791999636826	score      -        - 	 
forward	5	1753722	1755134	0.016402049977291	0.016402049977291	score      -        - 	 
forward	5	1935673	1937115	0.629143202993621	0.629143202993621	score      -        - 	 
forward	5	1154347	1154988	0.250233763043187	0.250233763043187	score      -        - 	 
forward	5	3928943	3930502	0.904885771609958	0.904885771609958	score      -        - 	 
forward	5	4245550	4246890	0.676541641871101	0.676541641871101	score      -        - 	 
forward	5	4638511	4639197	0.592585070010816	0.592585070010816	score      -        - 	 
forward	5	3463180	3463857	0.886411403918064	0.886411403918064	score      -        - 	 
forward	5	84191	85312	0.12478188186056	0.12478188186056	score      -        - 	 
forward	5	4254694	4255302	0.725117006463538	0.725117006463538	score      -        - 	 
forward	5	1725861	1726268	0.0250689281085137	0.0250689281085137	score      -        - 	 
forward	5	1727111	1731727	0.382221250866014	0.382221250866014	score      -        - 	 
forward	5	1197918	1198811	0.119705286276332	0.119705286276332	score      -        - 	 
forward	5	3777454	3778644	0.456519277197575	0.456519277197575	score      -        - 	 
forward	5	3775026	3776681	0.627105309865062	0.627105309865062	score      -        - 	 
forward	5	3776681	3777457	0.912896613888766	0.912896613888766	score      -        - 	 
forward	5	936592	937206	0.0757819404302076	0.0757819404302076	score      -        - 	 
forward	5	1174650	1175849	0.92245791215996	0.92245791215996	score      -        - 	 
forward	5	1175857	1176543	0.751465620381556	0.751465620381556	score      -        - 	 
forward	5	1176543	1177787	0.336128573764885	0.336128573764885	score      -        - 	 
forward	5	458112	460466	0.565888313605374	0.565888313605374	score      -        - 	 
forward	5	243543	244121	0.597015234319986	0.597015234319986	score      -        - 	 
forward	5	87860	87946	0.219754074277393	0.219754074277393	score      -        - 	 
forward	5	2735619	2735666	0.120630701226649	0.120630701226649	score      -        - 	 
forward	5	2088018	2088068	0.352616385533	0.352616385533	score      -        - 	 
forward	5	3947945	3948043	0.297987297541074	0.297987297541074	score      -        - 	 
forward	5	3963846	3963947	0.264718658517356	0.264718658517356	score      -        - 	 
forward	5	3886064	3886138	0.137449230444577	0.137449230444577	score      -        - 	 
forward	5	190	255	0.827034550440278	0.827034550440278	score      -        - 	 
forward	5	202560	203348	0.61402407100967	0.61402407100967	score      -        - 	 
forward	5	203348	204496	0.514895011955847	0.514895011955847	score      -        - 	 
forward	5	106557	107474	0.745480246531219	0.745480246531219	score      -        - 	 
forward	5	200971	201996	0.238747501186229	0.238747501186229	score      -        - 	 
forward	5	967589	968575	0.52999420731533	0.52999420731533	score      -        - 	 
forward	5	931818	932312	0.935102034948191	0.935102034948191	score      -        - 	 
forward	5	25207	25701	0.139568818866895	0.139568818866895	score      -        - 	 
forward	5	576836	577333	0.0838677041541338	0.0838677041541338	score      -        - 	 
forward	5	2977043	2977978	0.251716312771197	0.251716312771197	score      -        - 	 
forward	5	26277	27227	0.160410381531765	0.160410381531765	score      -        - 	 
forward	5	3744714	3746210	0.820109369819637	0.820109369819637	score      -        - 	 
forward	5	4244363	4245478	0.0833578338847083	0.0833578338847083	score      -        - 	 
forward	5	4247133	4248053	0.816954459767462	0.816954459767462	score      -        - 	 
forward	5	3550718	3553423	0.523429963617847	0.523429963617847	score      -        - 	 
forward	5	1698981	1700153	0.432181167935841	0.432181167935841	score      -        - 	 
forward	5	421739	423556	0.620261688097887	0.620261688097887	score      -        - 	 
forward	5	1686600	1687775	0.271084664714341	0.271084664714341	score      -        - 	 
forward	5	1617592	1617981	0.321129657183423	0.321129657183423	score      -        - 	 
forward	5	1618013	1618231	0.609300295639716	0.609300295639716	score      -        - 	 
forward	5	1617201	1617578	0.331000221525418	0.331000221525418	score      -        - 	 
forward	5	4213057	4214658	0.214100718194192	0.214100718194192	score      -        - 	 
forward	5	250042	250827	0.499006248518928	0.499006248518928	score      -        - 	 
forward	5	1032477	1034270	0.173713867514852	0.173713867514852	score      -        - 	 
forward	5	1031362	1032480	0.453843630654251	0.453843630654251	score      -        - 	 
forward	5	4589227	4590882	0.311948179223084	0.311948179223084	score      -        - 	 
forward	5	1490494	1492134	0.80485547320426	0.80485547320426	score      -        - 	 
forward	5	1209569	1210402	0.745184962546904	0.745184962546904	score      -        - 	 
forward	5	4573163	4574425	0.743276453055731	0.743276453055731	score      -        - 	 
forward	5	3170546	3171127	0.696301458458908	0.696301458458908	score      -        - 	 
forward	5	882896	884128	0.0101737370171442	0.0101737370171442	score      -        - 	 
forward	5	468095	469867	0.477050275900812	0.477050275900812	score      -        - 	 
forward	5	469860	471641	0.652733774551752	0.652733774551752	score      -        - 	 
forward	5	1108558	1110093	0.0106114267605371	0.0106114267605371	score      -        - 	 
forward	5	1110086	1112629	0.818790308194895	0.818790308194895	score      -        - 	 
forward	5	4340959	4342368	0.0922626242353637	0.0922626242353637	score      -        - 	 
forward	5	212331	213629	0.571447642158038	0.571447642158038	score      -        - 	 
forward	5	4211859	4212788	0.936594092939249	0.936594092939249	score      -        - 	 
forward	5	4126252	4127412	0.772398086560631	0.772398086560631	score      -        - 	 
forward	5	3150251	3151438	0.644220883593267	0.644220883593267	score      -        - 	 
forward	5	4010643	4012904	0.703001393963635	0.703001393963635	score      -        - 	 
forward	5	4130196	4131086	0.646299420250063	0.646299420250063	score      -        - 	 
forward	5	4221407	4225090	0.844260497625474	0.844260497625474	score      -        - 	 
forward	5	3084725	3085879	0.275041279468102	0.275041279468102	score      -        - 	 
forward	5	367835	369499	0.996775704787783	0.996775704787783	score      -        - 	 
forward	5	369501	370445	0.525831639551473	0.525831639551473	score      -        - 	 
forward	5	370400	371329	0.553024403890223	0.553024403890223	score      -        - 	 
forward	5	371333	372148	0.0526280375563779	0.0526280375563779	score      -        - 	 
forward	5	373092	374105	0.289971636859807	0.289971636859807	score      -        - 	 
forward	5	372145	373095	0.0506838001185095	0.0506838001185095	score      -        - 	 
forward	5	374638	375894	0.47589675059233	0.47589675059233	score      -        - 	 
forward	5	4396830	4397780	0.941747698171103	0.941747698171103	score      -        - 	 
forward	5	862793	863527	0.155177741144715	0.155177741144715	score      -        - 	 
forward	5	3102448	3103530	0.909117390402063	0.909117390402063	score      -        - 	 
forward	5	1242289	1243014	0.583976122117608	0.583976122117608	score      -        - 	 
forward	5	275939	276871	0.109017225613048	0.109017225613048	score      -        - 	 
forward	5	274525	275952	0.966494383825424	0.966494383825424	score      -        - 	 
forward	5	852406	852873	0.628034394257757	0.628034394257757	score      -        - 	 
forward	5	816267	817256	0.00255471659351159	0.00255471659351159	score      -        - 	 
forward	5	817278	817790	0.450588444986412	0.450588444986412	score      -        - 	 
forward	5	817793	818278	0.118369186538207	0.118369186538207	score      -        - 	 
forward	5	818271	818516	0.866084784068764	0.866084784068764	score      -        - 	 
forward	5	818518	818970	0.603186438805142	0.603186438805142	score      -        - 	 
